"seed","gen","variable","value","xAM","GWAS","Trait_1","Trait_2","pair","traits"
47,1,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.05938364337455,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.100346144968127,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.169052037343114,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.123721392259431,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.1144637616715,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,0,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",-0.0218662305489683,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,1,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0531562308486116,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0536790140594557,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.11632689433225,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.142897348457578,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.167223124305298,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,0,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0489373364839347,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,1,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0982626028014019,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.100304767707508,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.132644381373717,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.218682627782565,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.186908833832319,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,0,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0725941229317241,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,1,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0724372877354033,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.148443524942777,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.110686769842292,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.158531414024741,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.147774292054684,"6-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
1,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0238093224940677,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
1,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0920068742954199,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
1,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.151572056657414,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
1,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.126935846600951,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
1,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.212088858902527,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
1,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.233856357536705,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
2,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.00371644464772101,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
2,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0703387205411145,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
2,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.128136135673297,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
2,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.191478677213222,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
2,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.176698318644595,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
2,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.172112345221419,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
3,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0176289536576059,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
3,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0625448490120896,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
3,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.104390557944235,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
3,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.113192760609167,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
3,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.167626020717283,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
3,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.161818465523364,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
4,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.0286740286300623,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
4,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.121117083626911,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
4,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.122701804351701,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
4,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.134615887079776,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
4,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.218559154064515,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
4,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.187987747387894,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
5,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0195752839918259,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
5,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0544420759273041,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
5,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.10893581104015,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
5,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.123301897874595,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
5,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.17684865657511,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
5,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.219340287665406,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
6,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.00394707062006277,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
6,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0530093057814518,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
6,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.100514838487489,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
6,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.131486252397423,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
6,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.144968878011305,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
6,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.210968566521553,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
7,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0187075351015233,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
7,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.133677478120896,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
7,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.138500210599375,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
7,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.127065913202001,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
7,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.216607511871351,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
7,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.163669266033782,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
8,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.019577857027275,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
8,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0921845248609185,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
8,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.168419256913327,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
8,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.187307077826524,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
8,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.227587202449156,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
8,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.22982026578031,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
9,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.0168897577438933,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
9,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0788093773239924,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
9,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.139213632232499,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
9,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.168457589899879,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
9,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.172651452794499,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
9,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.177019866342105,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
10,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0139539164340531,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
10,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.063922714131765,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
10,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.11441517832588,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
10,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.180697688667225,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
10,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.19463131358416,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
10,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.222508970690767,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
11,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.0141191258791331,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
11,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.105290963980063,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
11,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.124443687662908,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
11,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.146549011688238,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
11,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.234444067516264,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
11,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.246176529313156,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
12,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0375366480990534,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
12,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.126754236775294,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
12,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.113081160102386,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
12,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.140858403315481,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
12,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.184998837723685,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
12,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.233583487327458,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
13,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0192739315662657,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
13,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0484568604352195,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
13,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0603120036306397,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
13,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0722932411647598,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
13,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.160140683336093,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
13,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.187045295488625,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
14,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.0163960362052462,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
14,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0567803778232141,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
14,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0649695574782863,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
14,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.169532612389755,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
14,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.164642064959754,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
14,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.199718893292709,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
15,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.00152623388343495,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
15,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0698412026086034,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
15,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0988705206824345,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
15,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.149292241641252,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
15,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.160124730740914,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
15,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.184808150863511,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
16,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.0419260602574366,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
16,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.09475088395837,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
16,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0773939794432579,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
16,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.165387354408142,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
16,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.152055998992749,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
16,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.17627659392914,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
17,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.0321420277677939,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
17,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0969716447019299,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
17,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.129560963845975,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
17,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.142993696791818,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
17,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.207128294556875,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
17,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.239700766690267,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
18,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.00993255633746056,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
18,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0805851329225527,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
18,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0960294718860649,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
18,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.14750391061277,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
18,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.201335261787158,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
18,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.174903786128176,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
19,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.047502307595909,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
19,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0274414007243214,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
19,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0885241821077497,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
19,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.175071979161935,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
19,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.210129018160378,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
19,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.195931902954242,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
20,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0128467856618201,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
20,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.104117454462502,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
20,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0915197627940035,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
20,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.109878605399608,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
20,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.167008566428188,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
20,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.152593240725256,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
21,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0122504821557235,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
21,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0323952914109431,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
21,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.122803004230126,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
21,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.124210669260469,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
21,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.117427004503775,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
21,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.139643848893575,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
22,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.00244846733067801,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
22,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0842858002033246,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
22,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.112318819657364,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
22,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.150529530872363,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
22,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.146431885444592,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
22,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.160742069793419,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
23,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.00661974432817185,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
23,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0620443896399906,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
23,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.13960483894588,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
23,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.191088291361564,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
23,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.189486792015519,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
23,5,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.24277104003992,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
24,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.00428920460558084,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
24,1,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0338438563592671,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
24,2,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.10994837599642,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
24,3,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.147358850390047,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
24,4,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.182487909872951,"6-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
